name,location,Date,Rating,Review,Image_Links
Billy,"Seattle, WA","Reviewed June 13, 2022",1,"I have been a loyal customer for 10+ yrs...however, I've won multiple prizes on the most recent Starbucks app game but the prizes don't get delivered to my account. Customer service didn't know how to help. I've spent money to play the game trying to win prizes but never see the prizes that I've already won. FRAUD!!! Don't fall for it screenshots don't help either. It needs the reward to be displayed as in barcode scan. I'm not spending in Starbucks anymore. Its brand of integrity is very poor.",['https://media.consumeraffairs.com/files/cache/reviews/starbucks_765921_thumbnail.jpg']
Ivan,"Costa Mesa, CA","Reviewed May 31, 2022",4,"Most Starbucks charge $2.95 for grande Pike Place coffee, but one store in Huntington Beach CA (Brookhurst & Hamilton) charges $3.25 for same grande. Lovely place, great staff, but price a bit of a turn off…",['No Images']
Samantha,"Jackson, MS","Reviewed May 31, 2022",1,"I visited the Starbucks in Flowood, Mississippi on May 29, 2022, and the young man gave me the very hot tea with the top off and it went everywhere. My thigh was on fire and when I asked for napkins he just looked at me. I gave him the tea back and asked for the manager. Mr. Cody came to the window and when I told him what happened he said ""really"" with a smirk on his face. I was like, ""Yes"" then he went on to say, ""Oh,"" but the smirk was still on his face. He was questioning the fact of if I really got burned. When I asked for my money back he got an attitude. He refuse to tell me the general manager's name or number.",['No Images']
J,"Englewood, CO","Reviewed May 30, 2022",5,"I have been going to this store regularly for years. The last year has been almost daily. It is a very busy store but they move us through quickly. It seems like the employees all get along and do their jobs efficiently and curiously. One day a slight mistake was made and could have been my error due to the fact I usually have a large order, but a very nice young lady Stephanie took care of it, with a smile. If I need coffee I will wait to drive to this store. The manager Elaina is always working with a smile. Maybe that is why her employees treat us all that way. These days it is hard to find good customer service but to find exceptional service is even better. Thank you to Stephanie and the whole crew. Great job Elaina.",['No Images']
Jacqueline,"Oxenford, Other","Reviewed May 24, 2022",1,"I stopped in at Starbucks at Coomera and they had a line of about 15 cars waiting, they served all the cars in drive through before making the coffees of any of the customers who had actually come into the store. They charge 90c to add syrup to your coffee which you don’t actually receive and is a far higher charge than similar coffee chains. The coffee was hot but tasted awful.",['No Images']
RC,"Toronto, Canada, Other","Reviewed May 3, 2022",1,"Starbucks is supposed to be a quality brand and we love Starbucks coffee. Recently their centres have started cutting cost by not providing paper bags when we purchase a product from Starbucks. We regularly buy coffee beans worth $20 from Starbucks and when we ask for a bag they have started providing excuses like ""We have run out of bags."" Their products are so expensive but they cannot provide a paper bag to even carry the purchased product. In USA, WEGMANS store provides huge strong paper bags for even the smallest purchase made. Sad to see the way cost cutting is taking a toll on customer experience.",['No Images']
Paul,"Ephrata, PA","Reviewed April 15, 2022",1,"It costs over $20 for 3 small breakfast sandwiches!! These should be $2-$3 a piece like every where else. And the greeting from the server was rude. A simple, “What do want“ is not a greeting! Too expensive and poor service!!! I won’t go back there!!",['No Images']
EADream,"Garland, TX","Reviewed April 6, 2022",5,"The first time after years I felt the “welcome to Starbucks” greeting at this place & I said in my heart “well Mr. first CEO returned with his principles”. I read his books, but for the many Starbucks doors I entered in the founder’s story in the book & the practice at most Starbucks were totally different. I’m very excited to experience as the book stories. Keep the warm tradition. Get going!!!",['No Images']
Elle,"Laguna, Other","Reviewed April 5, 2022",5,"Good service, the employees are good at both English and Tagalog. Fast service and the environment are really clean and tidy. And I also appreciate the fact that they use paper straws to support the environment. 5 stars :>",['No Images']
Tasha,"Oklahoma City, OK","Reviewed April 5, 2022",1,"I came back to Oklahoma City due to a business meeting and to visit my family. While visiting a Starbucks location in Oklahoma City, OK at 200 S Oklahoma City, OK 73104, I was threatened verbally as well as physically by an employee. I am a long-time daily customer of Starbucks. I would say I visit a location at least 335 days out of 365 per year. On the morning of April 5th, 2022, I went in to purchase my usual daily cup of coffee. I decided to purchase a protein box and a cheese and fruit box as well. While waiting in a fairly long line I arrived at the counter in which I were greeted by a young lady named **. My order was placed for a venti sized blonde roast of brewed coffee, including eight packages of agave, sugar free vanilla, cream and the two boxes discussed above.",['No Images']
Phil,"Charlotte, NC","Reviewed March 1, 2022",1,"How can people drink the awfully burnt tasting coffee from Starbucks. Overpriced poor tasting. Better to go to Dunkin. Starbucks uses cheaply source beans and roasts them to death. Not only burn the beans, also burn the essential oils.",['No Images']
Angeline,"Philadelphia, PA","Reviewed Feb. 23, 2022",1,I ordered 2 mint Frappuccino and it was not frozen. I returned to the facility and an Asian guy looked very upset. He redone my drinks and he still could not make it correct. He forgot to add the chocolate syrup and was told and he snatched it off the counter with attitude! And he added cookie crumbs not the syrup. He made me feel very uncomfortable! On top of that I tried it and it was not good. I do not recommend this location at Washington Square. If you see this guy do not let him make your drink!,"['https://media.consumeraffairs.com/files/cache/reviews/starbucks_745719_thumbnail.jpg', 'https://media.consumeraffairs.com/files/cache/reviews/starbucks_745722_thumbnail.jpg']"
Edwin,"Toa Alta, Other","Reviewed Feb. 12, 2022",1,"Good morning, in case it happened I just bought a tea here in this new Golden place out of Toa Baja, when young Gregorio goes, to collect before saying amount to collect tells me, ""Hi you are going to tip"" and I comment no, he comes back and comments and I repeat, not then he tells me the total, I give him money and seeing when they give him the tea that he has to give me, I realize that all the employees approach him, they stopped to talk to everyone, two of the girls start dancing. They went to work with other orders leaving the glass that I had to deliver to the front of the window, realizing, like any adult, that these young men or Gregorio made me wait when the order was ready, normally when it is by servi car we leave the change or leave extra. All this so that you do not leave a tip IN A SERVI CARRO. I am embarrassed that a good new business has employees like these, who with their actions seem to force the client to tip. 11:40 am. Starbucks.",['No Images']
